train_mse,train_rmse,train_mae,train_r2,train_mape,validation_mse,validation_rmse,validation_mae,validation_r2,validation_mape,test_mse,test_rmse,test_mae,test_r2,test_mape,training_time,best_cv_score
3.8554030416472873,1.963518026820046,0.6366925851642085,0.754915337566188,0.8880164050566229,3.02004801804054,1.7378285352820455,0.6413495795175393,0.7573526237030812,0.9290191697138737,3.827948488619488,1.9565143721985505,0.6935602535244266,0.7449368151677718,0.9784274472566703,1167.3029563426971,4.946236578949103
