train_mse,train_rmse,train_mae,train_r2,train_mape,validation_mse,validation_rmse,validation_mae,validation_r2,validation_mape,test_mse,test_rmse,test_mae,test_r2,test_mape,training_time,best_cv_score
0.8286543232565036,0.9103045222652162,0.45255362779716846,0.9473231558683252,0.6558232295877822,3.878706785660127,1.9694432679465856,1.1592031379135759,0.6883632249078857,1.7203475996671356,5.084758599039402,2.2549409302771997,1.1443692684816675,0.6611932667772716,1.6563844836990353,131.21310591697693,6.28506651116039
