train_mse,train_rmse,train_mae,train_r2,train_mape,validation_mse,validation_rmse,validation_mae,validation_r2,validation_mape,test_mse,test_rmse,test_mae,test_r2,test_mape,training_time,best_cv_score
4.624915775537639,2.1505617348817587,0.4591935850604128,0.7059980735118816,0.6129934616414201,2.691175621664925,1.6404803021264611,0.3927993358785564,0.7837760526155787,0.5542204568517904,3.5031030200401116,1.871657826644633,0.4171229457762828,0.7665818608209474,0.563557834580266,96.61105370521545,4.629116099475547
